identifier.ppn	type	date.issued	title	part	title.alternative	identifier.isbn	contributor.author	contributor.other	identifier.pi	rights	publisher	language.iso	subject.jel	description.version	seriesname	relation.ispartofseries	journalname	relation.ispartof	identifier.url	description.abstract
1028120141	m	2017	Information please : a comprehensive approach to digital trade provisions in NAFTA 2.0				Aaronson, Susan Ariel		11159/2048		Waterloo, Ontario : Centre for International Governance Innovation	eng			CIGI papers	999999999			https://www.cigionline.org/sites/default/files/documents/Paper%20no.154web.pdf	
